#1
double	Pel(35040,2)
15045300	0.0380
15046200	0.0387
15047100	0.0398
15048000	0.0410
15048900	0.0425
15049800	0.0448
15050700	0.0488
15051600	0.0550
15052500	0.0639
15053400	0.0742
15054300	0.0844
15055200	0.0933
15056100	0.0996
15057000	0.1037
15057900	0.1065
15058800	0.1087
15059700	0.1111
15060600	0.1135
15061500	0.1155
15062400	0.1168
15063300	0.1172
15064200	0.1169
15065100	0.1160
15066000	0.1148
15066900	0.1136
15067800	0.1125
15068700	0.1117
15069600	0.1115
15070500	0.1118
15071400	0.1130
15072300	0.1150
15073200	0.1182
15074100	0.1222
15075000	0.1264
15075900	0.1296
15076800	0.1309
15077700	0.1295
15078600	0.1259
15079500	0.1211
15080400	0.1161
15081300	0.1116
15082200	0.1078
15083100	0.1044
15084000	0.1014
15084900	0.0987
15085800	0.0965
15086700	0.0947
15087600	0.0933
15088500	0.0924
15089400	0.0921
15090300	0.0924
15091200	0.0933
15092100	0.0949
15093000	0.0970
15093900	0.0999
15094800	0.1034
15095700	0.1074
15096600	0.1120
15097500	0.1170
15098400	0.1222
15099300	0.1274
15100200	0.1321
15101100	0.1357
15102000	0.1376
15102900	0.1374
15103800	0.1357
15104700	0.1333
15105600	0.1309
15106500	0.1291
15107400	0.1278
15108300	0.1265
15109200	0.1249
15110100	0.1225
15111000	0.1193
15111900	0.1149
15112800	0.1094
15113700	0.1026
15114600	0.0948
15115500	0.0864
15116400	0.0778
15117300	0.0695
15118200	0.0619
15119100	0.0554
15120000	0.0502
15120900	0.0467
15121800	0.0445
15122700	0.0432
15123600	0.0422
15124500	0.0413
15125400	0.0405
15126300	0.0396
15127200	0.0389
15128100	0.0382
15129000	0.0378
15129900	0.0374
15130800	0.0375
15131700	0.0379
15132600	0.0386
15133500	0.0397
15134400	0.0409
15135300	0.0424
15136200	0.0448
15137100	0.0487
15138000	0.0549
15138900	0.0638
15139800	0.0741
15140700	0.0843
15141600	0.0932
15142500	0.0994
15143400	0.1035
15144300	0.1063
15145200	0.1085
15146100	0.1109
15147000	0.1133
15147900	0.1153
15148800	0.1166
15149700	0.1170
15150600	0.1167
15151500	0.1158
15152400	0.1146
15153300	0.1134
15154200	0.1123
15155100	0.1115
15156000	0.1113
15156900	0.1116
15157800	0.1128
15158700	0.1148
15159600	0.1179
15160500	0.1220
15161400	0.1262
15162300	0.1294
15163200	0.1307
15164100	0.1292
15165000	0.1257
15165900	0.1209
15166800	0.1159
15167700	0.1114
15168600	0.1076
15169500	0.1042
15170400	0.1012
15171300	0.0985
15172200	0.0963
15173100	0.0945
15174000	0.0932
15174900	0.0923
15175800	0.0919
15176700	0.0923
15177600	0.0932
15178500	0.0947
15179400	0.0969
15180300	0.0998
15181200	0.1032
15182100	0.1072
15183000	0.1118
15183900	0.1168
15184800	0.1220
15185700	0.1271
15186600	0.1319
15187500	0.1355
15188400	0.1374
15189300	0.1372
15190200	0.1355
15191100	0.1331
15192000	0.1307
15192900	0.1289
15193800	0.1275
15194700	0.1262
15195600	0.1246
15196500	0.1223
15197400	0.1191
15198300	0.1147
15199200	0.1093
15200100	0.1024
15201000	0.0946
15201900	0.0862
15202800	0.0777
15203700	0.0694
15204600	0.0618
15205500	0.0553
15206400	0.0502
15207300	0.0466
15208200	0.0444
15209100	0.0431
15210000	0.0421
15210900	0.0412
15211800	0.0404
15212700	0.0395
15213600	0.0388
15214500	0.0382
15215400	0.0377
15216300	0.0374
15217200	0.0375
15218100	0.0379
15219000	0.0386
15219900	0.0396
15220800	0.0408
15221700	0.0424
15222600	0.0447
15223500	0.0486
15224400	0.0548
15225300	0.0637
15226200	0.0739
15227100	0.0841
15228000	0.0930
15228900	0.0993
15229800	0.1034
15230700	0.1061
15231600	0.1083
15232500	0.1108
15233400	0.1131
15234300	0.1151
15235200	0.1164
15236100	0.1168
15237000	0.1165
15237900	0.1156
15238800	0.1144
15239700	0.1132
15240600	0.1121
15241500	0.1113
15242400	0.1111
15243300	0.1114
15244200	0.1126
15245100	0.1146
15246000	0.1177
15246900	0.1218
15247800	0.1259
15248700	0.1292
15249600	0.1304
15250500	0.1290
15251400	0.1255
15252300	0.1207
15253200	0.1157
15254100	0.1112
15255000	0.1074
15255900	0.1040
15256800	0.1010
15257700	0.0984
15258600	0.0961
15259500	0.0944
15260400	0.0930
15261300	0.0921
15262200	0.0918
15263100	0.0921
15264000	0.0930
15264900	0.0945
15265800	0.0967
15266700	0.0996
15267600	0.1030
15268500	0.1071
15269400	0.1116
15270300	0.1166
15271200	0.1218
15272100	0.1269
15273000	0.1316
15273900	0.1353
15274800	0.1371
15275700	0.1370
15276600	0.1353
15277500	0.1329
15278400	0.1304
15279300	0.1287
15280200	0.1273
15281100	0.1260
15282000	0.1244
15282900	0.1221
15283800	0.1189
15284700	0.1145
15285600	0.1091
15286500	0.1022
15287400	0.0944
15288300	0.0861
15289200	0.0776
15290100	0.0721
15291000	0.0681
15291900	0.0648
15292800	0.0615
15293700	0.0575
15294600	0.0534
15295500	0.0494
15296400	0.0461
15297300	0.0437
15298200	0.0422
15299100	0.0412
15300000	0.0408
15300900	0.0404
15301800	0.0401
15302700	0.0400
15303600	0.0400
15304500	0.0402
15305400	0.0404
15306300	0.0407
15307200	0.0408
15308100	0.0408
15309000	0.0408
15309900	0.0414
15310800	0.0428
15311700	0.0451
15312600	0.0485
15313500	0.0528
15314400	0.0581
15315300	0.0642
15316200	0.0710
15317100	0.0781
15318000	0.0855
15318900	0.0928
15319800	0.0998
15320700	0.1066
15321600	0.1129
15322500	0.1186
15323400	0.1236
15324300	0.1275
15325200	0.1302
15326100	0.1317
15327000	0.1321
15327900	0.1324
15328800	0.1329
15329700	0.1341
15330600	0.1359
15331500	0.1383
15332400	0.1409
15333300	0.1436
15334200	0.1459
15335100	0.1474
15336000	0.1476
15336900	0.1461
15337800	0.1434
15338700	0.1397
15339600	0.1356
15340500	0.1313
15341400	0.1275
15342300	0.1240
15343200	0.1216
15344100	0.1200
15345000	0.1192
15345900	0.1187
15346800	0.1182
15347700	0.1173
15348600	0.1163
15349500	0.1156
15350400	0.1155
15351300	0.1163
15352200	0.1179
15353100	0.1204
15354000	0.1236
15354900	0.1274
15355800	0.1316
15356700	0.1358
15357600	0.1396
15358500	0.1427
15359400	0.1448
15360300	0.1459
15361200	0.1455
15362100	0.1439
15363000	0.1410
15363900	0.1372
15364800	0.1329
15365700	0.1285
15366600	0.1244
15367500	0.1212
15368400	0.1196
15369300	0.1195
15370200	0.1200
15371100	0.1199
15372000	0.1175
15372900	0.1122
15373800	0.1045
15374700	0.0959
15375600	0.0875
15376500	0.0802
15377400	0.0741
15378300	0.0688
15379200	0.0640
15380100	0.0594
15381000	0.0550
15381900	0.0512
15382800	0.0480
15383700	0.0457
15384600	0.0441
15385500	0.0429
15386400	0.0420
15387300	0.0413
15388200	0.0407
15389100	0.0402
15390000	0.0400
15390900	0.0400
15391800	0.0401
15392700	0.0401
15393600	0.0400
15394500	0.0397
15395400	0.0392
15396300	0.0388
15397200	0.0387
15398100	0.0390
15399000	0.0399
15399900	0.0416
15400800	0.0440
15401700	0.0474
15402600	0.0520
15403500	0.0579
15404400	0.0654
15405300	0.0744
15406200	0.0846
15407100	0.0953
15408000	0.1060
15408900	0.1160
15409800	0.1251
15410700	0.1330
15411600	0.1394
15412500	0.1442
15413400	0.1479
15414300	0.1512
15415200	0.1547
15416100	0.1589
15417000	0.1632
15417900	0.1672
15418800	0.1700
15419700	0.1712
15420600	0.1705
15421500	0.1674
15422400	0.1621
15423300	0.1541
15424200	0.1449
15425100	0.1355
15426000	0.1274
15426900	0.1213
15427800	0.1170
15428700	0.1134
15429600	0.1100
15430500	0.1061
15431400	0.1017
15432300	0.0974
15433200	0.0933
15434100	0.0899
15435000	0.0872
15435900	0.0855
15436800	0.0847
15437700	0.0850
15438600	0.0863
15439500	0.0884
15440400	0.0913
15441300	0.0948
15442200	0.0989
15443100	0.1035
15444000	0.1087
15444900	0.1144
15445800	0.1200
15446700	0.1247
15447600	0.1280
15448500	0.1293
15449400	0.1288
15450300	0.1274
15451200	0.1254
15452100	0.1233
15453000	0.1214
15453900	0.1196
15454800	0.1180
15455700	0.1165
15456600	0.1146
15457500	0.1115
15458400	0.1067
15459300	0.0997
15460200	0.0912
15461100	0.0821
15462000	0.0734
15462900	0.0690
15463800	0.0615
15464700	0.0550
15465600	0.0499
15466500	0.0464
15467400	0.0442
15468300	0.0429
15469200	0.0419
15470100	0.0410
15471000	0.0402
15471900	0.0394
15472800	0.0386
15473700	0.0380
15474600	0.0375
15475500	0.0372
15476400	0.0373
15477300	0.0377
15478200	0.0384
15479100	0.0394
15480000	0.0406
15480900	0.0422
15481800	0.0445
15482700	0.0484
15483600	0.0545
15484500	0.0633
15485400	0.0736
15486300	0.0837
15487200	0.0925
15488100	0.0988
15489000	0.1029
15489900	0.1056
15490800	0.1078
15491700	0.1102
15492600	0.1125
15493500	0.1145
15494400	0.1158
15495300	0.1162
15496200	0.1159
15497100	0.1150
15498000	0.1138
15498900	0.1126
15499800	0.1116
15500700	0.1108
15501600	0.1105
15502500	0.1109
15503400	0.1121
15504300	0.1141
15505200	0.1172
15506100	0.1212
15507000	0.1253
15507900	0.1285
15508800	0.1298
15509700	0.1284
15510600	0.1249
15511500	0.1201
15512400	0.1152
15513300	0.1107
15514200	0.1069
15515100	0.1035
15516000	0.1005
15516900	0.0979
15517800	0.0957
15518700	0.0939
15519600	0.0925
15520500	0.0917
15521400	0.0913
15522300	0.0917
15523200	0.0925
15524100	0.0941
15525000	0.0962
15525900	0.0991
15526800	0.1025
15527700	0.1065
15528600	0.1111
15529500	0.1161
15530400	0.1212
15531300	0.1263
15532200	0.1310
15533100	0.1346
15534000	0.1364
15534900	0.1363
15535800	0.1346
15536700	0.1322
15537600	0.1298
15538500	0.1281
15539400	0.1267
15540300	0.1254
15541200	0.1238
15542100	0.1215
15543000	0.1183
15543900	0.1140
15544800	0.1085
15545700	0.1017
15546600	0.0940
15547500	0.0857
15548400	0.0772
15549300	0.0689
15550200	0.0614
15551100	0.0549
15552000	0.0498
15552900	0.0463
15553800	0.0442
15554700	0.0428
15555600	0.0418
15556500	0.0410
15557400	0.0402
15558300	0.0393
15559200	0.0386
15560100	0.0379
15561000	0.0375
15561900	0.0371
15562800	0.0372
15563700	0.0376
15564600	0.0383
15565500	0.0394
15566400	0.0406
15567300	0.0421
15568200	0.0444
15569100	0.0483
15570000	0.0545
15570900	0.0633
15571800	0.0735
15572700	0.0836
15573600	0.0924
15574500	0.0986
15575400	0.1027
15576300	0.1054
15577200	0.1077
15578100	0.1101
15579000	0.1124
15579900	0.1144
15580800	0.1156
15581700	0.1160
15582600	0.1157
15583500	0.1148
15584400	0.1136
15585300	0.1124
15586200	0.1114
15587100	0.1106
15588000	0.1104
15588900	0.1107
15589800	0.1119
15590700	0.1139
15591600	0.1170
15592500	0.1210
15593400	0.1251
15594300	0.1283
15595200	0.1296
15596100	0.1282
15597000	0.1247
15597900	0.1200
15598800	0.1150
15599700	0.1105
15600600	0.1067
15601500	0.1033
15602400	0.1004
15603300	0.0978
15604200	0.0955
15605100	0.0938
15606000	0.0924
15606900	0.0915
15607800	0.0912
15608700	0.0915
15609600	0.0924
15610500	0.0939
15611400	0.0961
15612300	0.0990
15613200	0.1024
15614100	0.1064
15615000	0.1109
15615900	0.1159
15616800	0.1210
15617700	0.1261
15618600	0.1308
15619500	0.1344
15620400	0.1362
15621300	0.1361
15622200	0.1344
15623100	0.1320
15624000	0.1296
15624900	0.1279
15625800	0.1265
15626700	0.1252
15627600	0.1236
15628500	0.1213
15629400	0.1181
15630300	0.1138
15631200	0.1084
15632100	0.1016
15633000	0.0938
15633900	0.0855
15634800	0.0771
15635700	0.0688
15636600	0.0613
15637500	0.0549
15638400	0.0498
15639300	0.0463
15640200	0.0441
15641100	0.0427
15642000	0.0418
15642900	0.0409
15643800	0.0401
15644700	0.0392
15645600	0.0385
15646500	0.0379
15647400	0.0374
15648300	0.0371
15649200	0.0372
15650100	0.0376
15651000	0.0383
15651900	0.0393
15652800	0.0405
15653700	0.0420
15654600	0.0443
15655500	0.0482
15656400	0.0544
15657300	0.0632
15658200	0.0734
15659100	0.0835
15660000	0.0923
15660900	0.0985
15661800	0.1026
15662700	0.1053
15663600	0.1075
15664500	0.1099
15665400	0.1122
15666300	0.1142
15667200	0.1155
15668100	0.1159
15669000	0.1156
15669900	0.1147
15670800	0.1135
15671700	0.1123
15672600	0.1113
15673500	0.1105
15674400	0.1102
15675300	0.1105
15676200	0.1117
15677100	0.1137
15678000	0.1168
15678900	0.1208
15679800	0.1250
15680700	0.1282
15681600	0.1294
15682500	0.1280
15683400	0.1245
15684300	0.1198
15685200	0.1148
15686100	0.1104
15687000	0.1065
15687900	0.1032
15688800	0.1002
15689700	0.0976
15690600	0.0954
15691500	0.0936
15692400	0.0923
15693300	0.0914
15694200	0.0911
15695100	0.0914
15696000	0.0923
15696900	0.0938
15697800	0.0959
15698700	0.0988
15699600	0.1022
15700500	0.1062
15701400	0.1108
15702300	0.1157
15703200	0.1208
15704100	0.1259
15705000	0.1306
15705900	0.1342
15706800	0.1361
15707700	0.1359
15708600	0.1342
15709500	0.1318
15710400	0.1294
15711300	0.1277
15712200	0.1263
15713100	0.1250
15714000	0.1235
15714900	0.1211
15715800	0.1180
15716700	0.1136
15717600	0.1082
15718500	0.1014
15719400	0.0937
15720300	0.0854
15721200	0.0770
15722100	0.0687
15723000	0.0612
15723900	0.0548
15724800	0.0497
15725700	0.0462
15726600	0.0440
15727500	0.0427
15728400	0.0417
15729300	0.0409
15730200	0.0401
15731100	0.0392
15732000	0.0385
15732900	0.0378
15733800	0.0374
15734700	0.0370
15735600	0.0371
15736500	0.0375
15737400	0.0382
15738300	0.0393
15739200	0.0405
15740100	0.0420
15741000	0.0443
15741900	0.0482
15742800	0.0543
15743700	0.0631
15744600	0.0733
15745500	0.0834
15746400	0.0921
15747300	0.0984
15748200	0.1024
15749100	0.1051
15750000	0.1074
15750900	0.1097
15751800	0.1121
15752700	0.1140
15753600	0.1153
15754500	0.1157
15755400	0.1154
15756300	0.1145
15757200	0.1133
15758100	0.1121
15759000	0.1111
15759900	0.1103
15760800	0.1101
15761700	0.1104
15762600	0.1116
15763500	0.1136
15764400	0.1167
15765300	0.1207
15766200	0.1248
15767100	0.1280
15768000	0.1293
15768900	0.1278
15769800	0.1243
15770700	0.1196
15771600	0.1147
15772500	0.1102
15773400	0.1064
15774300	0.1031
15775200	0.1001
15776100	0.0975
15777000	0.0953
15777900	0.0935
15778800	0.0921
15779700	0.0913
15780600	0.0910
15781500	0.0913
15782400	0.0921
15783300	0.0937
15784200	0.0958
15785100	0.0987
15786000	0.1021
15786900	0.1061
15787800	0.1106
15788700	0.1156
15789600	0.1207
15790500	0.1258
15791400	0.1305
15792300	0.1340
15793200	0.1359
15794100	0.1357
15795000	0.1340
15795900	0.1316
15796800	0.1293
15797700	0.1275
15798600	0.1262
15799500	0.1249
15800400	0.1233
15801300	0.1210
15802200	0.1178
15803100	0.1135
15804000	0.1081
15804900	0.1013
15805800	0.0936
15806700	0.0853
15807600	0.0769
15808500	0.0686
15809400	0.0612
15810300	0.0547
15811200	0.0496
15812100	0.0461
15813000	0.0440
15813900	0.0426
15814800	0.0417
15815700	0.0408
15816600	0.0400
15817500	0.0391
15818400	0.0384
15819300	0.0378
15820200	0.0373
15821100	0.0370
15822000	0.0371
15822900	0.0375
15823800	0.0382
15824700	0.0392
15825600	0.0404
15826500	0.0419
15827400	0.0442
15828300	0.0481
15829200	0.0542
15830100	0.0630
15831000	0.0732
15831900	0.0833
15832800	0.0920
15833700	0.0982
15834600	0.1023
15835500	0.1050
15836400	0.1072
15837300	0.1096
15838200	0.1119
15839100	0.1139
15840000	0.1152
15840900	0.1156
15841800	0.1153
15842700	0.1144
15843600	0.1132
15844500	0.1120
15845400	0.1110
15846300	0.1102
15847200	0.1099
15848100	0.1102
15849000	0.1114
15849900	0.1134
15850800	0.1165
15851700	0.1205
15852600	0.1246
15853500	0.1278
15854400	0.1291
15855300	0.1277
15856200	0.1242
15857100	0.1195
15858000	0.1145
15858900	0.1101
15859800	0.1063
15860700	0.1029
15861600	0.1000
15862500	0.0974
15863400	0.0951
15864300	0.0934
15865200	0.0920
15866100	0.0912
15867000	0.0908
15867900	0.0912
15868800	0.0920
15869700	0.0935
15870600	0.0957
15871500	0.0985
15872400	0.1020
15873300	0.1059
15874200	0.1105
15875100	0.1154
15876000	0.1205
15876900	0.1256
15877800	0.1303
15878700	0.1339
15879600	0.1357
15880500	0.1355
15881400	0.1339
15882300	0.1315
15883200	0.1291
15884100	0.1273
15885000	0.1260
15885900	0.1247
15886800	0.1231
15887700	0.1208
15888600	0.1176
15889500	0.1133
15890400	0.1079
15891300	0.1012
15892200	0.0935
15893100	0.0852
15894000	0.0768
15894900	0.0713
15895800	0.0674
15896700	0.0641
15897600	0.0609
15898500	0.0570
15899400	0.0529
15900300	0.0489
15901200	0.0456
15902100	0.0433
15903000	0.0418
15903900	0.0408
15904800	0.0404
15905700	0.0400
15906600	0.0397
15907500	0.0396
15908400	0.0396
15909300	0.0398
15910200	0.0400
15911100	0.0403
15912000	0.0404
15912900	0.0404
15913800	0.0404
15914700	0.0410
15915600	0.0423
15916500	0.0446
15917400	0.0480
15918300	0.0523
15919200	0.0575
15920100	0.0636
15921000	0.0703
15921900	0.0774
15922800	0.0846
15923700	0.0918
15924600	0.0988
15925500	0.1055
15926400	0.1118
15927300	0.1174
15928200	0.1223
15929100	0.1262
15930000	0.1289
15930900	0.1304
15931800	0.1308
15932700	0.1311
15933600	0.1316
15934500	0.1327
15935400	0.1346
15936300	0.1370
15937200	0.1395
15938100	0.1422
15939000	0.1445
15939900	0.1459
15940800	0.1461
15941700	0.1447
15942600	0.1420
15943500	0.1383
15944400	0.1343
15945300	0.1300
15946200	0.1262
15947100	0.1228
15948000	0.1204
15948900	0.1188
15949800	0.1180
15950700	0.1176
15951600	0.1170
15952500	0.1161
15953400	0.1152
15954300	0.1145
15955200	0.1144
15956100	0.1151
15957000	0.1167
15957900	0.1192
15958800	0.1223
15959700	0.1262
15960600	0.1303
15961500	0.1344
15962400	0.1382
15963300	0.1412
15964200	0.1434
15965100	0.1444
15966000	0.1441
15966900	0.1424
15967800	0.1396
15968700	0.1358
15969600	0.1316
15970500	0.1272
15971400	0.1232
15972300	0.1200
15973200	0.1184
15974100	0.1183
15975000	0.1188
15975900	0.1187
15976800	0.1164
15977700	0.1111
15978600	0.1035
15979500	0.0949
15980400	0.0866
15981300	0.0794
15982200	0.0734
15983100	0.0682
15984000	0.0634
15984900	0.0588
15985800	0.0545
15986700	0.0507
15987600	0.0475
15988500	0.0452
15989400	0.0436
15990300	0.0425
15991200	0.0416
15992100	0.0409
15993000	0.0403
15993900	0.0398
15994800	0.0396
15995700	0.0396
15996600	0.0397
15997500	0.0398
15998400	0.0396
15999300	0.0393
16000200	0.0388
16001100	0.0384
16002000	0.0383
16002900	0.0386
16003800	0.0395
16004700	0.0412
16005600	0.0436
16006500	0.0470
16007400	0.0515
16008300	0.0574
16009200	0.0647
16010100	0.0737
16011000	0.0838
16011900	0.0944
16012800	0.1050
16013700	0.1149
16014600	0.1239
16015500	0.1317
16016400	0.1381
16017300	0.1428
16018200	0.1465
16019100	0.1497
16020000	0.1532
16020900	0.1573
16021800	0.1616
16022700	0.1656
16023600	0.1684
16024500	0.1696
16025400	0.1689
16026300	0.1658
16027200	0.1605
16028100	0.1527
16029000	0.1435
16029900	0.1343
16030800	0.1262
16031700	0.1201
16032600	0.1159
16033500	0.1124
16034400	0.1089
16035300	0.1051
16036200	0.1008
16037100	0.0965
16038000	0.0924
16038900	0.0890
16039800	0.0864
16040700	0.0847
16041600	0.0839
16042500	0.0842
16043400	0.0855
16044300	0.0876
16045200	0.0905
16046100	0.0939
16047000	0.0979
16047900	0.1025
16048800	0.1077
16049700	0.1133
16050600	0.1189
16051500	0.1235
16052400	0.1268
16053300	0.1281
16054200	0.1276
16055100	0.1262
16056000	0.1242
16056900	0.1221
16057800	0.1202
16058700	0.1185
16059600	0.1169
16060500	0.1154
16061400	0.1135
16062300	0.1105
16063200	0.1057
16064100	0.0987
16065000	0.0903
16065900	0.0813
16066800	0.0727
16067700	0.0684
16068600	0.0610
16069500	0.0545
16070400	0.0495
16071300	0.0460
16072200	0.0438
16073100	0.0425
16074000	0.0415
16074900	0.0407
16075800	0.0399
16076700	0.0390
16077600	0.0383
16078500	0.0376
16079400	0.0372
16080300	0.0369
16081200	0.0369
16082100	0.0373
16083000	0.0380
16083900	0.0391
16084800	0.0403
16085700	0.0418
16086600	0.0441
16087500	0.0480
16088400	0.0541
16089300	0.0628
16090200	0.0729
16091100	0.0830
16092000	0.0917
16092900	0.0979
16093800	0.1019
16094700	0.1046
16095600	0.1068
16096500	0.1092
16097400	0.1115
16098300	0.1135
16099200	0.1148
16100100	0.1152
16101000	0.1149
16101900	0.1140
16102800	0.1128
16103700	0.1116
16104600	0.1106
16105500	0.1098
16106400	0.1095
16107300	0.1099
16108200	0.1110
16109100	0.1130
16110000	0.1161
16110900	0.1201
16111800	0.1242
16112700	0.1274
16113600	0.1286
16114500	0.1272
16115400	0.1237
16116300	0.1191
16117200	0.1141
16118100	0.1097
16119000	0.1059
16119900	0.1026
16120800	0.0996
16121700	0.0970
16122600	0.0948
16123500	0.0931
16124400	0.0917
16125300	0.0908
16126200	0.0905
16127100	0.0908
16128000	0.0917
16128900	0.0932
16129800	0.0954
16130700	0.0982
16131600	0.1016
16132500	0.1056
16133400	0.1101
16134300	0.1150
16135200	0.1201
16136100	0.1252
16137000	0.1298
16137900	0.1334
16138800	0.1352
16139700	0.1351
16140600	0.1334
16141500	0.1310
16142400	0.1286
16143300	0.1269
16144200	0.1256
16145100	0.1243
16146000	0.1227
16146900	0.1204
16147800	0.1172
16148700	0.1129
16149600	0.1076
16150500	0.1008
16151400	0.0931
16152300	0.0849
16153200	0.0765
16154100	0.0683
16155000	0.0609
16155900	0.0545
16156800	0.0494
16157700	0.0459
16158600	0.0438
16159500	0.0424
16160400	0.0415
16161300	0.0406
16162200	0.0398
16163100	0.0390
16164000	0.0382
16164900	0.0376
16165800	0.0371
16166700	0.0368
16167600	0.0369
16168500	0.0373
16169400	0.0380
16170300	0.0390
16171200	0.0402
16172100	0.0417
16173000	0.0440
16173900	0.0479
16174800	0.0540
16175700	0.0627
16176600	0.0728
16177500	0.0829
16178400	0.0916
16179300	0.0978
16180200	0.1018
16181100	0.1045
16182000	0.1067
16182900	0.1091
16183800	0.1114
16184700	0.1134
16185600	0.1147
16186500	0.1151
16187400	0.1147
16188300	0.1139
16189200	0.1127
16190100	0.1115
16191000	0.1105
16191900	0.1097
16192800	0.1094
16193700	0.1097
16194600	0.1109
16195500	0.1129
16196400	0.1160
16197300	0.1200
16198200	0.1241
16199100	0.1272
16200000	0.1285
16200900	0.1271
16201800	0.1236
16202700	0.1189
16203600	0.1140
16204500	0.1096
16205400	0.1058
16206300	0.1025
16207200	0.0995
16208100	0.0969
16209000	0.0947
16209900	0.0930
16210800	0.0916
16211700	0.0907
16212600	0.0904
16213500	0.0907
16214400	0.0916
16215300	0.0931
16216200	0.0953
16217100	0.0981
16218000	0.1015
16218900	0.1055
16219800	0.1100
16220700	0.1149
16221600	0.1200
16222500	0.1250
16223400	0.1297
16224300	0.1333
16225200	0.1351
16226100	0.1349
16227000	0.1333
16227900	0.1309
16228800	0.1285
16229700	0.1268
16230600	0.1254
16231500	0.1242
16232400	0.1226
16233300	0.1203
16234200	0.1171
16235100	0.1128
16236000	0.1074
16236900	0.1007
16237800	0.0930
16238700	0.0848
16239600	0.0764
16240500	0.0683
16241400	0.0608
16242300	0.0544
16243200	0.0494
16244100	0.0459
16245000	0.0437
16245900	0.0424
16246800	0.0415
16247700	0.0406
16248600	0.0398
16249500	0.0389
16250400	0.0382
16251300	0.0376
16252200	0.0371
16253100	0.0368
16254000	0.0369
16254900	0.0373
16255800	0.0380
16256700	0.0390
16257600	0.0402
16258500	0.0417
16259400	0.0440
16260300	0.0479
16261200	0.0540
16262100	0.0627
16263000	0.0728
16263900	0.0828
16264800	0.0915
16265700	0.0977
16266600	0.1017
16267500	0.1044
16268400	0.1066
16269300	0.1090
16270200	0.1113
16271100	0.1133
16272000	0.1145
16272900	0.1149
16273800	0.1146
16274700	0.1138
16275600	0.1126
16276500	0.1114
16277400	0.1104
16278300	0.1096
16279200	0.1093
16280100	0.1096
16281000	0.1108
16281900	0.1128
16282800	0.1159
16283700	0.1198
16284600	0.1240
16285500	0.1271
16286400	0.1284
16287300	0.1270
16288200	0.1235
16289100	0.1188
16290000	0.1139
16290900	0.1095
16291800	0.1057
16292700	0.1024
16293600	0.0994
16294500	0.0968
16295400	0.0946
16296300	0.0929
16297200	0.0915
16298100	0.0907
16299000	0.0903
16299900	0.0907
16300800	0.0915
16301700	0.0930
16302600	0.0952
16303500	0.0980
16304400	0.1014
16305300	0.1054
16306200	0.1099
16307100	0.1148
16308000	0.1198
16308900	0.1249
16309800	0.1296
16310700	0.1331
16311600	0.1350
16312500	0.1348
16313400	0.1331
16314300	0.1308
16315200	0.1284
16316100	0.1266
16317000	0.1253
16317900	0.1240
16318800	0.1225
16319700	0.1202
16320600	0.1170
16321500	0.1127
16322400	0.1073
16323300	0.1006
16324200	0.0929
16325100	0.0847
16326000	0.0763
16326900	0.0682
16327800	0.0608
16328700	0.0544
16329600	0.0493
16330500	0.0458
16331400	0.0437
16332300	0.0424
16333200	0.0414
16334100	0.0405
16335000	0.0398
16335900	0.0389
16336800	0.0382
16337700	0.0375
16338600	0.0371
16339500	0.0368
16340400	0.0368
16341300	0.0372
16342200	0.0379
16343100	0.0390
16344000	0.0401
16344900	0.0417
16345800	0.0439
16346700	0.0478
16347600	0.0539
16348500	0.0626
16349400	0.0727
16350300	0.0827
16351200	0.0914
16352100	0.0976
16353000	0.1016
16353900	0.1043
16354800	0.1065
16355700	0.1089
16356600	0.1112
16357500	0.1132
16358400	0.1144
16359300	0.1148
16360200	0.1145
16361100	0.1137
16362000	0.1125
16362900	0.1113
16363800	0.1103
16364700	0.1095
16365600	0.1092
16366500	0.1095
16367400	0.1107
16368300	0.1127
16369200	0.1158
16370100	0.1197
16371000	0.1238
16371900	0.1270
16372800	0.1283
16373700	0.1269
16374600	0.1234
16375500	0.1187
16376400	0.1138
16377300	0.1094
16378200	0.1056
16379100	0.1023
16380000	0.0993
16380900	0.0967
16381800	0.0945
16382700	0.0928
16383600	0.0914
16384500	0.0906
16385400	0.0903
16386300	0.0906
16387200	0.0914
16388100	0.0929
16389000	0.0951
16389900	0.0979
16390800	0.1013
16391700	0.1053
16392600	0.1098
16393500	0.1147
16394400	0.1197
16395300	0.1248
16396200	0.1295
16397100	0.1330
16398000	0.1348
16398900	0.1347
16399800	0.1330
16400700	0.1306
16401600	0.1283
16402500	0.1265
16403400	0.1252
16404300	0.1239
16405200	0.1223
16406100	0.1201
16407000	0.1169
16407900	0.1126
16408800	0.1073
16409700	0.1005
16410600	0.0929
16411500	0.0846
16412400	0.0763
16413300	0.0682
16414200	0.0607
16415100	0.0543
16416000	0.0493
16416900	0.0458
16417800	0.0437
16418700	0.0423
16419600	0.0414
16420500	0.0405
16421400	0.0397
16422300	0.0389
16423200	0.0381
16424100	0.0375
16425000	0.0370
16425900	0.0367
16426800	0.0368
16427700	0.0372
16428600	0.0379
16429500	0.0389
16430400	0.0401
16431300	0.0416
16432200	0.0439
16433100	0.0478
16434000	0.0539
16434900	0.0625
16435800	0.0727
16436700	0.0827
16437600	0.0914
16438500	0.0975
16439400	0.1016
16440300	0.1042
16441200	0.1065
16442100	0.1088
